Time,Instrument,Gain
02:16.205,instruments/hide_3-30.wav,0.4
02:16.394,instruments/double-bass_E2_025_mezzo-forte_arco-normal.wav,0.26
02:16.395,instruments/hide_3-36.wav,0.30000000000000004
02:16.397,instruments/hide_0-08.wav,0.4
02:16.398,instruments/reeling_hat_01.wav,0.4
02:16.399,instruments/hide_0-28.wav,0.4
02:16.403,instruments/double-bass_E2_025_forte_arco-normal.wav,0.26
02:16.407,instruments/hide_3-32.wav,0.30000000000000004
02:16.595,instruments/hide_3-30b.wav,0.4
02:16.595,instruments/hide_1-50.wav,0.4
02:16.600,instruments/hide_1-52.wav,0.4
02:16.601,instruments/hide_3-24b.wav,0.35000000000000003
02:16.604,instruments/hide_2-53.wav,0.4
02:16.609,instruments/hide_2-55.wav,0.4
02:16.793,instruments/double-bass_E2_025_forte_arco-normal.wav,0.26
02:16.795,instruments/hide_0-03.wav,0.4
02:16.796,instruments/double-bass_E2_05_mezzo-piano_arco-normal.wav,0.2
02:16.797,instruments/hide_0-12.wav,0.4
02:16.800,instruments/double-bass_E2_025_mezzo-forte_arco-normal.wav,0.26
02:16.802,instruments/hide_3-25b_soft.wav,0.2
02:16.804,instruments/reeling_hat_01.wav,0.4
02:16.809,instruments/hide_3-29b_soft.wav,0.2
02:16.997,instruments/hide_0-20.wav,0.4
02:16.998,instruments/hide_1-46.wav,0.4
02:17.0,instruments/hide_3-32.wav,0.4
02:17.8,instruments/hide_3-25.wav,0.35000000000000003
02:17.8,instruments/hide_2-50.wav,0.4
02:17.8,instruments/hide_2-48.wav,0.4
02:17.194,instruments/reeling_hat_01.wav,0.4
02:17.197,instruments/hide_3-32b.wav,0.30000000000000004
02:17.200,instruments/double-bass_E2_025_forte_arco-normal.wav,0.26
02:17.201,instruments/hide_3-37.wav,0.30000000000000004
02:17.203,instruments/hide_0-08.wav,0.4
02:17.205,instruments/hide_0-28.wav,0.4
02:17.207,instruments/double-bass_E2_025_mezzo-forte_arco-normal.wav,0.26
02:17.392,instruments/hide_3-25b.wav,0.35000000000000003
02:17.393,instruments/hide_0-53.wav,0.4
02:17.394,instruments/hide_2-53.wav,0.4
02:17.398,instruments/hide_3-20.wav,0.4
02:17.406,instruments/hide_1-52.wav,0.4
02:17.407,instruments/hide_3-32b.wav,0.4
02:17.593,instruments/double-bass_Fs2_025_forte_arco-normal.wav,0.26
02:17.596,instruments/hide_3-24_soft.wav,0.2
02:17.601,instruments/still_a_child_kick_01.wav,1.0
02:17.603,instruments/hide_0-12.wav,0.4
02:17.604,instruments/hide_0-03.wav,0.4
02:17.606,instruments/double-bass_Fs2_05_piano_arco-normal.wav,0.2
02:17.609,instruments/hide_3-28_soft.wav,0.2
02:17.609,instruments/double-bass_Fs2_025_fortissimo_arco-normal.wav,0.26
02:17.792,instruments/hide_2-50.wav,0.4
02:17.792,instruments/hide_1-46.wav,0.4
02:17.799,instruments/hide_3-28.wav,0.4
02:17.799,instruments/hide_3-37b.wav,0.35000000000000003
02:17.802,instruments/hide_2-54.wav,0.4
02:17.805,instruments/hide_0-55.wav,0.4
02:17.991,instruments/double-bass_Fs2_025_fortissimo_arco-normal.wav,0.26
02:17.995,instruments/hide_0-28.wav,0.4
02:17.997,instruments/hide_0-08.wav,0.4
02:17.999,instruments/double-bass_Fs2_025_forte_arco-normal.wav,0.26
02:18.3,instruments/hide_3-33.wav,0.30000000000000004
02:18.7,instruments/hide_3-30.wav,0.30000000000000004
02:18.191,instruments/hide_2-55.wav,0.4
02:18.200,instruments/hide_2-53.wav,0.4
02:18.200,instruments/hide_1-52.wav,0.4
02:18.201,instruments/hide_1-50.wav,0.4
02:18.204,instruments/hide_3-28b.wav,0.4
02:18.205,instruments/hide_3-38.wav,0.35000000000000003
02:18.392,instruments/hide_3-28b_soft.wav,0.2
02:18.394,instruments/hide_0-03.wav,0.4
02:18.396,instruments/double-bass_Fs2_05_piano_arco-normal.wav,0.2
02:18.397,instruments/hide_0-12.wav,0.4
02:18.397,instruments/double-bass_Fs2_025_fortissimo_arco-normal.wav,0.26
02:18.402,instruments/hide_3-24b_soft.wav,0.2
02:18.405,instruments/double-bass_Fs2_025_forte_arco-normal.wav,0.26
02:18.591,instruments/hide_2-48.wav,0.4
02:18.594,instruments/hide_3-29.wav,0.4
02:18.595,instruments/hide_3-38b.wav,0.35000000000000003
02:18.598,instruments/hide_1-46.wav,0.4
02:18.603,instruments/hide_0-20.wav,0.4
02:18.608,instruments/hide_2-50.wav,0.4
02:18.795,instruments/double-bass_Fs2_025_forte_arco-normal.wav,0.26
02:18.797,instruments/hide_3-30b.wav,0.30000000000000004
02:18.802,instruments/hide_0-08.wav,0.4
02:18.803,instruments/double-bass_Fs2_025_fortissimo_arco-normal.wav,0.26
02:18.805,instruments/hide_0-28.wav,0.4
02:18.809,instruments/hide_3-35.wav,0.30000000000000004
02:18.995,instruments/hide_2-53.wav,0.4
02:19.0,instruments/hide_3-29b.wav,0.4
02:19.0,instruments/hide_0-53.wav,0.4
02:19.1,instruments/hide_3-39.wav,0.35000000000000003
02:19.4,instruments/hide_3-20.wav,0.4
02:19.6,instruments/hide_1-52.wav,0.4
02:19.193,instruments/double-bass_Fs2_025_fortissimo_arco-normal.wav,0.26
02:19.199,instruments/hide_3-29_soft.wav,0.2
02:19.200,instruments/hide_0-03.wav,0.4
02:19.200,instruments/double-bass_Fs2_025_forte_arco-normal.wav,0.26
02:19.202,instruments/double-bass_Fs2_05_piano_arco-normal.wav,0.2
02:19.203,instruments/hide_0-12.wav,0.4
02:19.207,instruments/still_a_child_kick_01.wav,1.0
02:19.209,instruments/hide_3-25_soft.wav,0.2
02:19.392,instruments/hide_2-50.wav,0.4
02:19.396,instruments/hide_0-55.wav,0.4
02:19.404,instruments/hide_1-46.wav,0.4
02:19.407,instruments/hide_3-30.wav,0.4
02:19.407,instruments/hide_3-24.wav,0.35000000000000003
02:19.409,instruments/hide_2-54.wav,0.4
02:19.591,instruments/hide_3-36.wav,0.30000000000000004
02:19.595,instruments/hide_0-28.wav,0.4
02:19.600,instruments/double-bass_Fs2_025_fortissimo_arco-normal.wav,0.26
02:19.603,instruments/hide_3-32.wav,0.30000000000000004
02:19.607,instruments/double-bass_Fs2_025_forte_arco-normal.wav,0.26
02:19.609,instruments/hide_0-08.wav,0.4
02:19.791,instruments/hide_3-24b.wav,0.35000000000000003
02:19.796,instruments/hide_3-30b.wav,0.4
02:19.796,instruments/hide_1-52.wav,0.4
02:19.798,instruments/hide_2-55.wav,0.4
02:19.800,instruments/hide_2-53.wav,0.4
02:19.808,instruments/hide_1-50.wav,0.4
02:19.992,instruments/hide_3-25b_soft.wav,0.2
02:19.993,instruments/hide_0-12.wav,0.4
02:19.997,instruments/double-bass_Fs2_025_forte_arco-normal.wav,0.26
02:20.5,instruments/hide_3-29b_soft.wav,0.2
02:20.5,instruments/double-bass_Fs2_025_fortissimo_arco-normal.wav,0.26
02:20.7,instruments/hide_0-03.wav,0.4
02:20.9,instruments/double-bass_Fs2_05_piano_arco-normal.wav,0.2
02:20.193,instruments/hide_0-20.wav,0.4
02:20.194,instruments/hide_1-46.wav,0.4
02:20.198,instruments/hide_3-25.wav,0.35000000000000003
02:20.198,instruments/hide_2-48.wav,0.4
02:20.199,instruments/hide_2-50.wav,0.4
02:20.202,instruments/hide_3-32.wav,0.4
02:20.391,instruments/hide_0-08.wav,0.4
02:20.395,instruments/double-bass_Fs2_025_fortissimo_arco-normal.wav,0.26
02:20.398,instruments/hide_3-37.wav,0.30000000000000004
02:20.401,instruments/hide_0-28.wav,0.4
02:20.403,instruments/double-bass_Fs2_025_forte_arco-normal.wav,0.26
02:20.409,instruments/hide_3-32b.wav,0.30000000000000004
02:20.594,instruments/hide_3-20.wav,0.4
02:20.602,instruments/hide_1-52.wav,0.4
02:20.604,instruments/hide_3-25b.wav,0.35000000000000003
02:20.606,instruments/hide_0-53.wav,0.4
02:20.607,instruments/hide_2-53.wav,0.4
02:20.609,instruments/hide_3-32b.wav,0.4
02:20.791,instruments/hide_3-24_soft.wav,0.2
02:20.793,instruments/double-bass_E2_025_mezzo-forte_arco-normal.wav,0.26
02:20.799,instruments/hide_3-28_soft.wav,0.2
02:20.800,instruments/hide_0-12.wav,0.4
02:20.804,instruments/double-bass_E2_025_forte_arco-normal.wav,0.26
02:20.806,instruments/hide_0-03.wav,0.4
02:20.807,instruments/double-bass_E2_05_mezzo-piano_arco-normal.wav,0.2
02:20.993,instruments/hide_1-46.wav,0.4
02:20.994,instruments/hide_3-28.wav,0.4
02:20.999,instruments/hide_2-54.wav,0.4
02:21.1,instruments/hide_0-55.wav,0.4
02:21.2,instruments/hide_3-37b.wav,0.35000000000000003
02:21.5,instruments/hide_2-50.wav,0.4
02:21.191,instruments/hide_3-33.wav,0.30000000000000004
02:21.192,instruments/hide_0-08.wav,0.4
02:21.194,instruments/double-bass_E2_025_forte_arco-normal.wav,0.26
02:21.200,instruments/double-bass_E2_025_mezzo-forte_arco-normal.wav,0.26
02:21.208,instruments/hide_0-28.wav,0.4
02:21.208,instruments/hide_3-30.wav,0.30000000000000004
02:21.392,instruments/hide_1-50.wav,0.4
02:21.395,instruments/hide_2-55.wav,0.4
02:21.397,instruments/hide_2-53.wav,0.4
02:21.400,instruments/hide_3-28b.wav,0.4
02:21.401,instruments/hide_1-52.wav,0.4
02:21.409,instruments/hide_3-38.wav,0.35000000000000003
02:21.591,instruments/double-bass_E2_05_mezzo-piano_arco-normal.wav,0.2
02:21.596,instruments/hide_0-03.wav,0.4
02:21.598,instruments/hide_3-24b_soft.wav,0.2
02:21.600,instruments/hide_0-12.wav,0.4
02:21.600,instruments/double-bass_E2_025_forte_arco-normal.wav,0.26
02:21.605,instruments/hide_3-28b_soft.wav,0.2
02:21.606,instruments/double-bass_E2_025_mezzo-forte_arco-normal.wav,0.26
02:21.791,instruments/hide_3-38b.wav,0.35000000000000003
02:21.800,instruments/hide_1-46.wav,0.4
02:21.804,instruments/hide_2-48.wav,0.4
02:21.804,instruments/hide_2-50.wav,0.4
02:21.806,instruments/hide_3-29.wav,0.4
02:21.807,instruments/hide_0-20.wav,0.4
02:21.992,instruments/hide_3-30b.wav,0.30000000000000004
02:21.996,instruments/double-bass_E2_025_mezzo-forte_arco-normal.wav,0.26
02:21.997,instruments/hide_3-35.wav,0.30000000000000004
02:21.999,instruments/hide_0-08.wav,0.4
02:22.7,instruments/double-bass_E2_025_forte_arco-normal.wav,0.26
02:22.9,instruments/hide_0-28.wav,0.4
02:22.196,instruments/hide_3-29b.wav,0.4
02:22.196,instruments/hide_2-53.wav,0.4
02:22.198,instruments/hide_3-39.wav,0.35000000000000003
02:22.200,instruments/hide_3-20.wav,0.4
02:22.203,instruments/hide_0-53.wav,0.4
02:22.208,instruments/hide_1-52.wav,0.4
02:22.395,instruments/hide_3-29_soft.wav,0.2
02:22.396,instruments/double-bass_E2_025_forte_arco-normal.wav,0.26
02:22.398,instruments/double-bass_E2_05_mezzo-piano_arco-normal.wav,0.2
02:22.401,instruments/double-bass_E2_025_mezzo-forte_arco-normal.wav,0.26
02:22.402,instruments/hide_0-03.wav,0.4
02:22.404,instruments/hide_3-25_soft.wav,0.2
02:22.407,instruments/hide_0-12.wav,0.4
02:22.591,instruments/hide_0-55.wav,0.4
02:22.594,instruments/hide_2-50.wav,0.4
02:22.601,instruments/hide_3-30.wav,0.4
02:22.603,instruments/hide_3-24.wav,0.35000000000000003
02:22.605,instruments/hide_2-54.wav,0.4
02:22.606,instruments/hide_1-46.wav,0.4
02:22.791,instruments/hide_0-28.wav,0.4
02:22.799,instruments/hide_3-32.wav,0.30000000000000004
02:22.802,instruments/double-bass_E2_025_forte_arco-normal.wav,0.26
02:22.803,instruments/hide_3-36.wav,0.30000000000000004
02:22.805,instruments/hide_0-08.wav,0.4
02:22.808,instruments/double-bass_E2_025_mezzo-forte_arco-normal.wav,0.26
02:22.992,instruments/hide_1-52.wav,0.4
02:22.993,instruments/hide_3-24b.wav,0.35000000000000003
02:23.1,instruments/hide_2-55.wav,0.4
02:23.2,instruments/hide_2-53.wav,0.4
02:23.3,instruments/hide_1-50.wav,0.4
02:23.8,instruments/hide_3-30b.wav,0.4
02:23.192,instruments/double-bass_E2_025_mezzo-forte_arco-normal.wav,0.26
02:23.194,instruments/hide_3-25b_soft.wav,0.2
02:23.197,instruments/hide_0-12.wav,0.4
02:23.200,instruments/hide_3-29b_soft.wav,0.2
02:23.204,instruments/double-bass_E2_05_mezzo-piano_arco-normal.wav,0.2
02:23.208,instruments/hide_0-03.wav,0.4
02:23.209,instruments/double-bass_E2_025_forte_arco-normal.wav,0.26
02:23.392,instruments/hide_3-32.wav,0.4
02:23.396,instruments/hide_1-46.wav,0.4
02:23.397,instruments/hide_0-20.wav,0.4
02:23.399,instruments/hide_2-48.wav,0.4
02:23.400,instruments/hide_3-25.wav,0.35000000000000003
02:23.400,instruments/hide_2-50.wav,0.4
02:23.591,instruments/double-bass_E2_025_forte_arco-normal.wav,0.26
02:23.593,instruments/hide_3-37.wav,0.30000000000000004
02:23.595,instruments/hide_0-08.wav,0.4
02:23.598,instruments/hide_0-28.wav,0.4
02:23.599,instruments/double-bass_E2_025_mezzo-forte_arco-normal.wav,0.26
02:23.604,instruments/hide_3-32b.wav,0.30000000000000004
02:23.795,instruments/hide_3-20.wav,0.4
02:23.799,instruments/hide_3-32b.wav,0.4
02:23.799,instruments/hide_1-52.wav,0.4
02:23.805,instruments/hide_3-25b.wav,0.35000000000000003
02:23.809,instruments/hide_2-53.wav,0.4
02:23.809,instruments/hide_0-53.wav,0.4
02:23.991,instruments/double-bass_E2_05_mezzo-piano_arco-normal.wav,0.2
02:23.994,instruments/double-bass_E2_025_forte_arco-normal.wav,0.26
02:23.995,instruments/hide_0-03.wav,0.4
02:23.997,instruments/hide_3-24_soft.wav,0.2
02:24.0,instruments/hide_3-28_soft.wav,0.2
02:24.0,instruments/double-bass_E2_025_mezzo-forte_arco-normal.wav,0.26
02:24.3,instruments/hide_0-12.wav,0.4
02:24.195,instruments/hide_3-28.wav,0.4
02:24.197,instruments/hide_0-55.wav,0.4
02:24.200,instruments/hide_1-46.wav,0.4
02:24.204,instruments/hide_2-54.wav,0.4
02:24.206,instruments/hide_2-50.wav,0.4
02:24.208,instruments/hide_3-37b.wav,0.35000000000000003
02:24.392,instruments/hide_3-30.wav,0.30000000000000004
02:24.394,instruments/hide_3-33.wav,0.30000000000000004
02:24.398,instruments/hide_0-08.wav,0.4
02:24.400,instruments/double-bass_E2_025_forte_arco-normal.wav,0.26
02:24.403,instruments/hide_0-28.wav,0.4
02:24.405,instruments/double-bass_E2_025_mezzo-forte_arco-normal.wav,0.26
02:24.592,instruments/hide_3-38.wav,0.35000000000000003
02:24.593,instruments/hide_2-53.wav,0.4
02:24.593,instruments/hide_1-50.wav,0.4
02:24.600,instruments/hide_2-55.wav,0.4
02:24.601,instruments/hide_3-28b.wav,0.4
02:24.609,instruments/hide_1-52.wav,0.4
02:24.795,instruments/double-bass_E2_025_mezzo-forte_arco-normal.wav,0.26
02:24.798,instruments/double-bass_E2_05_mezzo-piano_arco-normal.wav,0.2
02:24.801,instruments/hide_0-03.wav,0.4
02:24.803,instruments/hide_3-24b_soft.wav,0.2
02:24.806,instruments/hide_3-28b_soft.wav,0.2
02:24.806,instruments/hide_0-12.wav,0.4
02:24.806,instruments/double-bass_E2_025_forte_arco-normal.wav,0.26
02:24.993,instruments/hide_2-50.wav,0.4
02:24.996,instruments/hide_0-20.wav,0.4
02:24.999,instruments/hide_3-38b.wav,0.35000000000000003
02:25.5,instruments/hide_2-48.wav,0.4
02:25.7,instruments/hide_1-46.wav,0.4
02:25.8,instruments/hide_3-29.wav,0.4
02:25.193,instruments/hide_0-28.wav,0.4
02:25.196,instruments/double-bass_E2_025_forte_arco-normal.wav,0.26
02:25.198,instruments/hide_3-30b.wav,0.30000000000000004
02:25.200,instruments/hide_3-35.wav,0.30000000000000004
02:25.201,instruments/double-bass_E2_025_mezzo-forte_arco-normal.wav,0.26
02:25.204,instruments/hide_0-08.wav,0.4
02:25.391,instruments/hide_1-52.wav,0.4
02:25.392,instruments/hide_3-29b.wav,0.4
02:25.401,instruments/hide_3-20.wav,0.4
02:25.401,instruments/hide_2-53.wav,0.4
02:25.405,instruments/hide_3-39.wav,0.35000000000000003
02:25.408,instruments/hide_0-53.wav,0.4
02:25.593,instruments/hide_3-25_soft.wav,0.2
02:25.596,instruments/hide_3-29_soft.wav,0.2
02:25.596,instruments/hide_0-12.wav,0.4
02:25.602,instruments/double-bass_E2_025_forte_arco-normal.wav,0.26
02:25.603,instruments/double-bass_E2_05_mezzo-piano_arco-normal.wav,0.2
02:25.608,instruments/hide_0-03.wav,0.4
02:25.608,instruments/double-bass_E2_025_mezzo-forte_arco-normal.wav,0.26
02:25.794,instruments/hide_3-24.wav,0.35000000000000003
02:25.794,instruments/hide_2-54.wav,0.4
02:25.797,instruments/hide_1-46.wav,0.4
02:25.798,instruments/hide_3-30.wav,0.4
02:25.799,instruments/hide_0-55.wav,0.4
02:25.800,instruments/hide_2-50.wav,0.4
02:25.992,instruments/double-bass_E2_025_mezzo-forte_arco-normal.wav,0.26
02:25.994,instruments/hide_0-08.wav,0.4
02:25.999,instruments/hide_0-28.wav,0.4
02:26.4,instruments/hide_3-32.wav,0.30000000000000004
02:26.7,instruments/hide_3-36.wav,0.30000000000000004
02:26.8,instruments/double-bass_E2_025_forte_arco-normal.wav,0.26
02:26.194,instruments/hide_1-50.wav,0.4
02:26.197,instruments/hide_1-52.wav,0.4
02:26.200,instruments/hide_3-24b.wav,0.35000000000000003
02:26.204,instruments/hide_3-30b.wav,0.4
02:26.206,instruments/hide_2-55.wav,0.4
02:26.207,instruments/hide_2-53.wav,0.4
02:26.392,instruments/hide_0-03.wav,0.4
02:26.392,instruments/double-bass_E2_025_forte_arco-normal.wav,0.26
02:26.393,instruments/double-bass_E2_05_mezzo-piano_arco-normal.wav,0.2
02:26.398,instruments/double-bass_E2_025_mezzo-forte_arco-normal.wav,0.26
02:26.400,instruments/hide_3-25b_soft.wav,0.2
02:26.402,instruments/hide_3-29b_soft.wav,0.2
02:26.402,instruments/hide_0-12.wav,0.4
02:26.594,instruments/hide_3-32.wav,0.4
02:26.601,instruments/hide_0-20.wav,0.4
02:26.603,instruments/hide_1-46.wav,0.4
02:26.605,instruments/hide_2-50.wav,0.4
02:26.607,instruments/hide_3-25.wav,0.35000000000000003
02:26.607,instruments/hide_2-48.wav,0.4
02:26.794,instruments/hide_3-32b.wav,0.30000000000000004
02:26.797,instruments/hide_3-37.wav,0.30000000000000004
02:26.799,instruments/double-bass_E2_025_forte_arco-normal.wav,0.26
02:26.800,instruments/hide_0-08.wav,0.4
02:26.804,instruments/double-bass_E2_025_mezzo-forte_arco-normal.wav,0.26
02:26.805,instruments/hide_0-28.wav,0.4
02:26.991,instruments/hide_2-53.wav,0.4
02:26.992,instruments/hide_0-53.wav,0.4
02:26.997,instruments/hide_3-25b.wav,0.35000000000000003
02:27.0,instruments/hide_3-32b.wav,0.4
02:27.2,instruments/hide_3-20.wav,0.4
02:27.3,instruments/hide_1-52.wav,0.4
02:27.199,instruments/double-bass_A1_05_mezzo-piano_arco-normal.wav,0.2
02:27.200,instruments/double-bass_A1_025_fortissimo_arco-normal.wav,0.26
02:27.203,instruments/hide_0-03.wav,0.4
02:27.205,instruments/hide_3-28_soft.wav,0.2
02:27.205,instruments/hide_3-24_soft.wav,0.2
02:27.207,instruments/double-bass_A1_025_forte_arco-normal.wav,0.2
02:27.209,instruments/hide_0-12.wav,0.4
02:27.392,instruments/hide_3-37b.wav,0.35000000000000003
02:27.393,instruments/hide_2-54.wav,0.4
02:27.395,instruments/hide_2-50.wav,0.4
02:27.402,instruments/hide_3-28.wav,0.4
02:27.404,instruments/hide_0-55.wav,0.4
02:27.406,instruments/hide_1-46.wav,0.4
02:27.595,instruments/hide_0-28.wav,0.4
02:27.597,instruments/double-bass_A1_025_forte_arco-normal.wav,0.2
02:27.598,instruments/hide_3-30.wav,0.30000000000000004
02:27.600,instruments/hide_3-33.wav,0.30000000000000004
02:27.603,instruments/hide_0-08.wav,0.4
02:27.606,instruments/double-bass_A1_025_fortissimo_arco-normal.wav,0.26
02:27.792,instruments/hide_1-52.wav,0.4
02:27.798,instruments/hide_2-53.wav,0.4
02:27.799,instruments/hide_3-38.wav,0.35000000000000003
02:27.800,instruments/hide_1-50.wav,0.4
02:27.805,instruments/hide_2-55.wav,0.4
02:27.809,instruments/hide_3-28b.wav,0.4
02:27.995,instruments/hide_3-28b_soft.wav,0.2
02:27.995,instruments/hide_3-24b_soft.wav,0.2
02:27.995,instruments/hide_0-12.wav,0.4
02:27.996,instruments/double-bass_A1_025_fortissimo_arco-normal.wav,0.26
02:28.3,instruments/double-bass_A1_025_forte_arco-normal.wav,0.2
02:28.5,instruments/double-bass_A1_05_mezzo-piano_arco-normal.wav,0.2
02:28.9,instruments/hide_0-03.wav,0.4
02:28.191,instruments/hide_3-29.wav,0.4
02:28.196,instruments/hide_1-46.wav,0.4
02:28.197,instruments/hide_2-48.wav,0.4
02:28.200,instruments/hide_2-50.wav,0.4
02:28.201,instruments/hide_0-20.wav,0.4
02:28.204,instruments/hide_3-38b.wav,0.35000000000000003
02:28.393,instruments/hide_0-08.wav,0.4
02:28.398,instruments/hide_0-28.wav,0.4
02:28.401,instruments/double-bass_A1_025_fortissimo_arco-normal.wav,0.26
02:28.403,instruments/hide_3-30b.wav,0.30000000000000004
02:28.406,instruments/hide_3-35.wav,0.30000000000000004
02:28.409,instruments/double-bass_A1_025_forte_arco-normal.wav,0.2
02:28.592,instruments/hide_0-53.wav,0.4
02:28.594,instruments/hide_3-39.wav,0.35000000000000003
02:28.598,instruments/hide_3-29b.wav,0.4
02:28.599,instruments/hide_1-52.wav,0.4
02:28.609,instruments/hide_3-20.wav,0.4
02:28.609,instruments/hide_2-53.wav,0.4
02:28.791,instruments/hide_0-03.wav,0.4
02:28.791,instruments/double-bass_A1_025_forte_arco-normal.wav,0.2
02:28.795,instruments/double-bass_A1_05_mezzo-piano_arco-normal.wav,0.2
02:28.800,instruments/hide_3-25_soft.wav,0.2
02:28.801,instruments/hide_3-29_soft.wav,0.2
02:28.801,instruments/hide_0-12.wav,0.4
02:28.808,instruments/double-bass_A1_025_fortissimo_arco-normal.wav,0.26
02:29.0,instruments/hide_3-24.wav,0.35000000000000003
02:29.0,instruments/hide_2-54.wav,0.4
02:29.2,instruments/hide_1-46.wav,0.4
02:29.3,instruments/hide_3-30.wav,0.4
02:29.4,instruments/hide_0-55.wav,0.4
02:29.7,instruments/hide_2-50.wav,0.4
02:29.192,instruments/double-bass_A1_025_fortissimo_arco-normal.wav,0.26
02:29.193,instruments/hide_3-32.wav,0.30000000000000004
02:29.196,instruments/hide_3-36.wav,0.30000000000000004
02:29.198,instruments/double-bass_A1_025_forte_arco-normal.wav,0.2
02:29.200,instruments/hide_0-08.wav,0.4
02:29.204,instruments/hide_0-28.wav,0.4
02:29.391,instruments/hide_2-53.wav,0.4
02:29.393,instruments/hide_3-30b.wav,0.4
02:29.395,instruments/hide_2-55.wav,0.4
02:29.400,instruments/hide_1-50.wav,0.4
02:29.405,instruments/hide_1-52.wav,0.4
02:29.406,instruments/hide_3-24b.wav,0.35000000000000003
02:29.597,instruments/hide_0-03.wav,0.4
02:29.599,instruments/double-bass_A1_025_fortissimo_arco-normal.wav,0.26
02:29.600,instruments/double-bass_A1_05_mezzo-piano_arco-normal.wav,0.2
02:29.604,instruments/double-bass_A1_025_forte_arco-normal.wav,0.2
02:29.607,instruments/hide_3-25b_soft.wav,0.2
02:29.607,instruments/hide_0-12.wav,0.4
02:29.608,instruments/hide_3-29b_soft.wav,0.2
02:29.796,instruments/hide_3-25.wav,0.35000000000000003
02:29.796,instruments/hide_2-48.wav,0.4
02:29.797,instruments/hide_2-50.wav,0.4
02:29.800,instruments/hide_3-32.wav,0.4
02:29.808,instruments/hide_1-46.wav,0.4
02:29.808,instruments/hide_0-20.wav,0.4
02:29.993,instruments/double-bass_A1_025_forte_arco-normal.wav,0.2
02:29.994,instruments/hide_0-28.wav,0.4
02:30.0,instruments/hide_3-32b.wav,0.30000000000000004
02:30.2,instruments/hide_3-37.wav,0.30000000000000004
02:30.4,instruments/double-bass_A1_025_fortissimo_arco-normal.wav,0.26
02:30.5,instruments/hide_0-08.wav,0.4
02:30.194,instruments/hide_1-52.wav,0.4
02:30.198,instruments/hide_2-53.wav,0.4
02:30.198,instruments/hide_0-53.wav,0.4
02:30.202,instruments/hide_3-25b.wav,0.35000000000000003
02:30.206,instruments/hide_3-32b.wav,0.4
02:30.208,instruments/hide_3-20.wav,0.4
02:30.391,instruments/hide_0-12.wav,0.4
02:30.392,instruments/double-bass_A1_025_forte_arco-normal.wav,0.2
02:30.394,instruments/hide_3-24_soft.wav,0.2
02:30.397,instruments/hide_3-28_soft.wav,0.2
02:30.406,instruments/double-bass_A1_05_mezzo-piano_arco-normal.wav,0.2
02:30.408,instruments/hide_0-03.wav,0.4
02:30.409,instruments/double-bass_A1_025_fortissimo_arco-normal.wav,0.26
02:30.594,instruments/hide_0-55.wav,0.4
02:30.595,instruments/hide_1-46.wav,0.4
02:30.597,instruments/hide_3-37b.wav,0.35000000000000003
02:30.600,instruments/hide_2-54.wav,0.4
02:30.602,instruments/hide_2-50.wav,0.4
02:30.609,instruments/hide_3-28.wav,0.4
02:30.793,instruments/double-bass_A1_025_fortissimo_arco-normal.wav,0.26
02:30.794,instruments/hide_0-08.wav,0.4
02:30.798,instruments/double-bass_A1_025_forte_arco-normal.wav,0.2
02:30.800,instruments/hide_0-28.wav,0.4
02:30.805,instruments/hide_3-30.wav,0.30000000000000004
02:30.806,instruments/hide_3-33.wav,0.30000000000000004
02:30.993,instruments/hide_3-28b.wav,0.4
02:30.997,instruments/hide_2-55.wav,0.4
02:30.998,instruments/hide_1-52.wav,0.4
02:31.3,instruments/hide_2-53.wav,0.4
02:31.3,instruments/hide_3-38.wav,0.35000000000000003
02:31.6,instruments/hide_1-50.wav,0.4
02:31.192,instruments/hide_0-03.wav,0.4
02:31.195,instruments/double-bass_A1_05_mezzo-piano_arco-normal.wav,0.2
02:31.199,instruments/double-bass_A1_025_fortissimo_arco-normal.wav,0.26
02:31.200,instruments/hide_3-24b_soft.wav,0.2
02:31.202,instruments/hide_3-28b_soft.wav,0.2
02:31.202,instruments/hide_0-12.wav,0.4
02:31.204,instruments/double-bass_A1_025_forte_arco-normal.wav,0.2
02:31.393,instruments/hide_3-38b.wav,0.35000000000000003
02:31.399,instruments/hide_3-29.wav,0.4
02:31.401,instruments/hide_1-46.wav,0.4
02:31.402,instruments/hide_2-48.wav,0.4
02:31.406,instruments/hide_2-50.wav,0.4
02:31.409,instruments/hide_0-20.wav,0.4
02:31.594,instruments/double-bass_A1_025_forte_arco-normal.wav,0.2
02:31.595,instruments/hide_3-30b.wav,0.30000000000000004
02:31.596,instruments/hide_3-35.wav,0.30000000000000004
02:31.600,instruments/hide_0-08.wav,0.4
02:31.603,instruments/hide_0-28.wav,0.4
02:31.605,instruments/double-bass_A1_025_fortissimo_arco-normal.wav,0.26
02:31.792,instruments/hide_3-20.wav,0.4
02:31.792,instruments/hide_2-53.wav,0.4
02:31.798,instruments/hide_0-53.wav,0.4
02:31.799,instruments/hide_3-39.wav,0.35000000000000003
02:31.804,instruments/hide_1-52.wav,0.4
02:31.805,instruments/hide_3-29b.wav,0.4
02:31.995,instruments/double-bass_A1_025_fortissimo_arco-normal.wav,0.26
02:31.999,instruments/hide_0-03.wav,0.4
02:32.0,instruments/double-bass_A1_025_forte_arco-normal.wav,0.2
