Time,Instrument,Gain
01:45.597,instruments/hide_3-24_soft.wav,0.2
01:45.597,instruments/little_god_stick_01.wav,0.2
01:45.600,instruments/24_hours_kick_01.wav,0.8
01:45.602,instruments/reeling_hat_01.wav,0.2
01:45.602,instruments/still_a_child_kick_01.wav,1.2
01:45.603,instruments/hide_0-03.wav,0.4
01:45.607,instruments/double-bass_E2_05_mezzo-piano_arco-normal.wav,0.2
01:45.608,instruments/double-bass_E2_025_forte_arco-normal.wav,0.26
01:45.792,instruments/hide_1-46.wav,0.4
01:45.797,instruments/hide_0-55.wav,0.4
01:45.798,instruments/hide_2-50.wav,0.4
01:45.800,instruments/hide_3-37b.wav,0.35000000000000003
01:45.801,instruments/hide_2-54.wav,0.4
01:45.803,instruments/hide_3-28.wav,0.4
01:45.803,instruments/little_god_stick_01.wav,0.2
01:45.992,instruments/double-bass_E2_025_forte_arco-normal.wav,0.26
01:45.995,instruments/hide_0-08.wav,0.4
01:45.998,instruments/double-bass_E2_025_mezzo-forte_arco-normal.wav,0.26
01:46.3,instruments/hide_0-28.wav,0.4
01:46.6,instruments/hide_3-30.wav,0.30000000000000004
01:46.6,instruments/24_hours_kick_01.wav,0.8
01:46.8,instruments/hide_3-33.wav,0.30000000000000004
01:46.9,instruments/reeling_hat_01.wav,0.2
01:46.9,instruments/little_god_stick_01.wav,0.2
01:46.191,instruments/little_god_stick_01.wav,0.21
01:46.192,instruments/hide_2-55.wav,0.4
01:46.193,instruments/hide_3-28b.wav,0.4
01:46.200,instruments/hide_1-52.wav,0.4
01:46.206,instruments/hide_2-53.wav,0.4
01:46.206,instruments/hide_3-38.wav,0.35000000000000003
01:46.209,instruments/hide_1-50.wav,0.4
01:46.393,instruments/hide_0-03.wav,0.4
01:46.393,instruments/reeling_hat_01.wav,0.22
01:46.396,instruments/24_hours_kick_01.wav,0.78
01:46.397,instruments/double-bass_E2_05_mezzo-piano_arco-normal.wav,0.2
01:46.397,instruments/little_god_stick_01.wav,0.22
01:46.398,instruments/hide_3-28b_soft.wav,0.2
01:46.398,instruments/hide_0-12.wav,0.4
01:46.399,instruments/double-bass_E2_025_forte_arco-normal.wav,0.26
01:46.400,instruments/reeling_kick_01.wav,0.98
01:46.402,instruments/hide_3-24b_soft.wav,0.2
01:46.404,instruments/double-bass_E2_025_mezzo-forte_arco-normal.wav,0.26
01:46.596,instruments/hide_3-38b.wav,0.35000000000000003
01:46.598,instruments/hide_2-48.wav,0.4
01:46.599,instruments/hide_1-46.wav,0.4
01:46.600,instruments/hide_3-29.wav,0.4
01:46.603,instruments/little_god_stick_01.wav,0.22
01:46.604,instruments/hide_0-20.wav,0.4
01:46.609,instruments/hide_2-50.wav,0.4
01:46.792,instruments/hide_3-35.wav,0.30000000000000004
01:46.793,instruments/double-bass_E2_025_mezzo-forte_arco-normal.wav,0.26
01:46.793,instruments/little_god_stick_01.wav,0.23
01:46.796,instruments/hide_3-30b.wav,0.30000000000000004
01:46.799,instruments/reeling_hat_01.wav,0.23
01:46.801,instruments/hide_0-08.wav,0.4
01:46.801,instruments/24_hours_kick_01.wav,0.77
01:46.804,instruments/double-bass_E2_025_forte_arco-normal.wav,0.26
01:46.806,instruments/hide_0-28.wav,0.4
01:46.993,instruments/hide_3-20.wav,0.4
01:46.993,instruments/hide_2-53.wav,0.4
01:46.999,instruments/little_god_stick_01.wav,0.25
01:47.0,instruments/hide_0-53.wav,0.4
01:47.2,instruments/hide_3-39.wav,0.35000000000000003
01:47.6,instruments/hide_3-29b.wav,0.4
01:47.7,instruments/hide_1-52.wav,0.4
01:47.194,instruments/double-bass_E2_025_forte_arco-normal.wav,0.26
01:47.200,instruments/hide_0-03.wav,0.4
01:47.200,instruments/double-bass_E2_025_mezzo-forte_arco-normal.wav,0.26
01:47.203,instruments/double-bass_E2_05_mezzo-piano_arco-normal.wav,0.2
01:47.204,instruments/hide_3-29_soft.wav,0.2
01:47.204,instruments/hide_0-12.wav,0.4
01:47.205,instruments/reeling_hat_01.wav,0.26
01:47.205,instruments/little_god_stick_01.wav,0.26
01:47.207,instruments/reeling_kick_01.wav,0.94
01:47.208,instruments/24_hours_kick_01.wav,0.74
01:47.209,instruments/hide_3-25_soft.wav,0.2
01:47.209,instruments/still_a_child_kick_01.wav,1.14
01:47.391,instruments/hide_2-50.wav,0.4
01:47.395,instruments/hide_3-30.wav,0.4
01:47.395,instruments/little_god_stick_01.wav,0.27
01:47.396,instruments/hide_0-55.wav,0.4
01:47.405,instruments/hide_1-46.wav,0.4
01:47.408,instruments/hide_2-54.wav,0.4
01:47.409,instruments/hide_3-24.wav,0.35000000000000003
01:47.592,instruments/24_hours_kick_01.wav,0.71
01:47.595,instruments/reeling_hat_01.wav,0.29
01:47.596,instruments/hide_0-28.wav,0.4
01:47.599,instruments/hide_3-36.wav,0.30000000000000004
01:47.600,instruments/double-bass_E2_025_forte_arco-normal.wav,0.26
01:47.601,instruments/hide_3-32.wav,0.30000000000000004
01:47.601,instruments/little_god_stick_01.wav,0.29
01:47.606,instruments/double-bass_E2_025_mezzo-forte_arco-normal.wav,0.26
01:47.607,instruments/hide_0-08.wav,0.4
01:47.793,instruments/hide_3-24b.wav,0.35000000000000003
01:47.797,instruments/hide_1-52.wav,0.4
01:47.798,instruments/hide_2-55.wav,0.4
01:47.800,instruments/hide_2-53.wav,0.4
01:47.801,instruments/hide_3-30b.wav,0.4
01:47.807,instruments/little_god_stick_01.wav,0.31
01:47.808,instruments/hide_1-50.wav,0.4
01:47.991,instruments/hide_3-25b_soft.wav,0.2
01:47.991,instruments/little_god_stick_01.wav,0.32
01:47.994,instruments/hide_3-29b_soft.wav,0.2
01:47.994,instruments/hide_0-12.wav,0.4
01:47.996,instruments/double-bass_E2_025_mezzo-forte_arco-normal.wav,0.26
01:47.996,instruments/reeling_kick_01.wav,0.88
01:47.999,instruments/24_hours_kick_01.wav,0.68
01:48.1,instruments/reeling_hat_01.wav,0.32
01:48.5,instruments/hide_0-03.wav,0.4
01:48.6,instruments/double-bass_E2_025_forte_arco-normal.wav,0.26
01:48.9,instruments/double-bass_E2_05_mezzo-piano_arco-normal.wav,0.2
01:48.194,instruments/hide_1-46.wav,0.4
01:48.194,instruments/hide_0-20.wav,0.4
01:48.198,instruments/hide_2-50.wav,0.4
01:48.198,instruments/little_god_stick_01.wav,0.34
01:48.199,instruments/hide_3-25.wav,0.35000000000000003
01:48.199,instruments/hide_2-48.wav,0.4
01:48.208,instruments/hide_3-32.wav,0.4
01:48.391,instruments/hide_0-08.wav,0.4
01:48.396,instruments/double-bass_E2_025_forte_arco-normal.wav,0.26
01:48.401,instruments/double-bass_E2_025_mezzo-forte_arco-normal.wav,0.26
01:48.402,instruments/hide_0-28.wav,0.4
01:48.404,instruments/little_god_stick_01.wav,0.36
01:48.404,instruments/24_hours_kick_01.wav,0.64
01:48.405,instruments/hide_3-37.wav,0.30000000000000004
01:48.407,instruments/reeling_hat_01.wav,0.36
01:48.408,instruments/hide_3-32b.wav,0.30000000000000004
01:48.592,instruments/hide_3-32b.wav,0.4
01:48.594,instruments/little_god_stick_01.wav,0.38
01:48.595,instruments/hide_3-20.wav,0.4
01:48.602,instruments/hide_1-52.wav,0.4
01:48.605,instruments/hide_3-25b.wav,0.35000000000000003
01:48.606,instruments/hide_2-53.wav,0.4
01:48.606,instruments/hide_0-53.wav,0.4
01:48.791,instruments/hide_3-24_soft.wav,0.2
01:48.792,instruments/double-bass_A2_025_fortissimo_arco-normal.wav,0.26
01:48.797,instruments/double-bass_A2_05_piano_arco-normal.wav,0.14
01:48.798,instruments/hide_3-28_soft.wav,0.2
01:48.798,instruments/double-bass_A2_025_forte_arco-normal.wav,0.26
01:48.800,instruments/hide_0-12.wav,0.4
01:48.806,instruments/hide_0-03.wav,0.4
01:48.808,instruments/reeling_hat_01.wav,0.4
01:48.995,instruments/hide_3-28.wav,0.4
01:48.995,instruments/hide_1-46.wav,0.4
01:48.998,instruments/hide_2-54.wav,0.4
01:49.2,instruments/hide_0-55.wav,0.4
01:49.2,instruments/hide_3-37b.wav,0.35000000000000003
01:49.3,instruments/hide_2-50.wav,0.4
01:49.192,instruments/hide_3-33.wav,0.30000000000000004
01:49.192,instruments/hide_0-08.wav,0.4
01:49.192,instruments/reeling_hat_01.wav,0.4
01:49.198,instruments/double-bass_A2_025_fortissimo_arco-normal.wav,0.26
01:49.203,instruments/double-bass_A2_025_forte_arco-normal.wav,0.26
01:49.208,instruments/hide_0-28.wav,0.4
01:49.208,instruments/hide_3-30.wav,0.30000000000000004
01:49.392,instruments/hide_1-50.wav,0.4
01:49.394,instruments/hide_2-55.wav,0.4
01:49.395,instruments/hide_2-53.wav,0.4
01:49.400,instruments/hide_3-28b.wav,0.4
01:49.403,instruments/hide_1-52.wav,0.4
01:49.408,instruments/hide_3-38.wav,0.35000000000000003
01:49.593,instruments/double-bass_A2_025_forte_arco-normal.wav,0.26
01:49.596,instruments/hide_0-03.wav,0.4
01:49.597,instruments/hide_3-24b_soft.wav,0.2
01:49.599,instruments/reeling_hat_01.wav,0.4
01:49.600,instruments/hide_0-12.wav,0.4
01:49.602,instruments/double-bass_A2_05_piano_arco-normal.wav,0.14
01:49.603,instruments/hide_3-28b_soft.wav,0.2
01:49.604,instruments/double-bass_A2_025_fortissimo_arco-normal.wav,0.26
01:49.792,instruments/hide_3-38b.wav,0.35000000000000003
01:49.800,instruments/hide_1-46.wav,0.4
01:49.803,instruments/hide_2-50.wav,0.4
01:49.805,instruments/hide_2-48.wav,0.4
01:49.806,instruments/hide_0-20.wav,0.4
01:49.807,instruments/hide_3-29.wav,0.4
01:49.992,instruments/hide_3-30b.wav,0.30000000000000004
01:49.994,instruments/double-bass_A2_025_fortissimo_arco-normal.wav,0.26
01:49.998,instruments/hide_0-08.wav,0.4
01:49.999,instruments/hide_3-35.wav,0.30000000000000004
01:50.0,instruments/double-bass_A2_025_forte_arco-normal.wav,0.26
01:50.5,instruments/reeling_hat_01.wav,0.4
01:50.9,instruments/hide_0-28.wav,0.4
01:50.195,instruments/hide_2-53.wav,0.4
01:50.197,instruments/hide_3-29b.wav,0.4
01:50.199,instruments/hide_3-39.wav,0.35000000000000003
01:50.200,instruments/hide_3-20.wav,0.4
01:50.201,instruments/hide_0-53.wav,0.4
01:50.209,instruments/hide_1-52.wav,0.4
01:50.393,instruments/hide_3-29_soft.wav,0.2
01:50.395,instruments/reeling_hat_01.wav,0.4
01:50.400,instruments/double-bass_A2_025_fortissimo_arco-normal.wav,0.26
01:50.401,instruments/hide_0-03.wav,0.4
01:50.403,instruments/hide_3-25_soft.wav,0.2
01:50.405,instruments/double-bass_A2_025_forte_arco-normal.wav,0.26
01:50.406,instruments/hide_0-12.wav,0.4
01:50.409,instruments/double-bass_A2_05_piano_arco-normal.wav,0.14
01:50.592,instruments/hide_0-55.wav,0.4
01:50.593,instruments/hide_2-50.wav,0.4
01:50.603,instruments/hide_3-30.wav,0.4
01:50.604,instruments/hide_2-54.wav,0.4
01:50.605,instruments/hide_3-24.wav,0.35000000000000003
01:50.607,instruments/hide_1-46.wav,0.4
01:50.793,instruments/hide_0-28.wav,0.4
01:50.795,instruments/double-bass_A2_025_forte_arco-normal.wav,0.26
01:50.798,instruments/hide_3-32.wav,0.30000000000000004
01:50.800,instruments/reeling_hat_01.wav,0.4
01:50.804,instruments/hide_3-36.wav,0.30000000000000004
01:50.804,instruments/hide_0-08.wav,0.4
01:50.806,instruments/double-bass_A2_025_fortissimo_arco-normal.wav,0.26
01:50.991,instruments/hide_1-52.wav,0.4
01:50.995,instruments/hide_3-24b.wav,0.35000000000000003
01:51.0,instruments/hide_2-55.wav,0.4
01:51.1,instruments/hide_2-53.wav,0.4
01:51.4,instruments/hide_1-50.wav,0.4
01:51.9,instruments/hide_3-30b.wav,0.4
01:51.191,instruments/double-bass_A2_05_piano_arco-normal.wav,0.14
01:51.193,instruments/hide_3-25b_soft.wav,0.2
01:51.196,instruments/hide_0-12.wav,0.4
01:51.196,instruments/double-bass_A2_025_fortissimo_arco-normal.wav,0.26
01:51.200,instruments/hide_3-29b_soft.wav,0.2
01:51.201,instruments/double-bass_A2_025_forte_arco-normal.wav,0.26
01:51.207,instruments/reeling_hat_01.wav,0.4
01:51.208,instruments/hide_0-03.wav,0.4
01:51.391,instruments/hide_3-32.wav,0.4
01:51.396,instruments/hide_0-20.wav,0.4
01:51.397,instruments/hide_1-46.wav,0.4
01:51.400,instruments/hide_3-25.wav,0.35000000000000003
01:51.400,instruments/hide_2-50.wav,0.4
01:51.400,instruments/hide_2-48.wav,0.4
01:51.594,instruments/hide_3-37.wav,0.30000000000000004
01:51.594,instruments/hide_0-08.wav,0.4
01:51.597,instruments/reeling_hat_01.wav,0.4
01:51.599,instruments/hide_0-28.wav,0.4
01:51.602,instruments/double-bass_A2_025_fortissimo_arco-normal.wav,0.26
01:51.604,instruments/hide_3-32b.wav,0.30000000000000004
01:51.608,instruments/double-bass_A2_025_forte_arco-normal.wav,0.26
01:51.797,instruments/hide_3-32b.wav,0.4
01:51.797,instruments/hide_1-52.wav,0.4
01:51.807,instruments/hide_3-25b.wav,0.35000000000000003
01:51.807,instruments/hide_2-53.wav,0.4
01:51.808,instruments/hide_0-53.wav,0.4
01:51.993,instruments/hide_0-03.wav,0.4
01:51.996,instruments/reeling_hat_01.wav,0.4
01:52.0,instruments/hide_3-28_soft.wav,0.2
01:52.0,instruments/double-bass_A2_05_piano_arco-normal.wav,0.14
01:52.1,instruments/double-bass_A2_025_fortissimo_arco-normal.wav,0.26
01:52.2,instruments/hide_0-12.wav,0.4
01:52.2,instruments/hide_3-24_soft.wav,0.2
01:52.7,instruments/little_god_stick_01.wav,0.4
01:52.9,instruments/double-bass_A2_025_forte_arco-normal.wav,0.26
01:52.197,instruments/hide_3-28.wav,0.4
01:52.197,instruments/little_god_stick_01.wav,0.4
01:52.199,instruments/hide_0-55.wav,0.4
01:52.199,instruments/hide_1-46.wav,0.4
01:52.205,instruments/hide_2-50.wav,0.4
01:52.206,instruments/hide_3-37b.wav,0.35000000000000003
01:52.208,instruments/hide_2-54.wav,0.4
01:52.391,instruments/double-bass_A2_025_forte_arco-normal.wav,0.26
01:52.394,instruments/hide_3-33.wav,0.30000000000000004
01:52.396,instruments/hide_3-30.wav,0.30000000000000004
01:52.401,instruments/hide_0-08.wav,0.4
01:52.402,instruments/reeling_hat_01.wav,0.4
01:52.403,instruments/little_god_stick_01.wav,0.4
01:52.405,instruments/hide_0-28.wav,0.4
01:52.408,instruments/double-bass_A2_025_fortissimo_arco-normal.wav,0.26
01:52.591,instruments/hide_2-53.wav,0.4
01:52.594,instruments/hide_1-50.wav,0.4
01:52.596,instruments/hide_3-38.wav,0.35000000000000003
01:52.598,instruments/hide_2-55.wav,0.4
01:52.602,instruments/hide_3-28b.wav,0.4
01:52.607,instruments/hide_1-52.wav,0.4
01:52.609,instruments/little_god_stick_01.wav,0.4
01:52.791,instruments/little_god_stick_01.wav,0.4
01:52.792,instruments/double-bass_A2_025_fortissimo_arco-normal.wav,0.26
01:52.798,instruments/double-bass_A2_025_forte_arco-normal.wav,0.26
01:52.800,instruments/hide_0-03.wav,0.4
01:52.804,instruments/hide_0-12.wav,0.4
01:52.805,instruments/hide_3-28b_soft.wav,0.2
01:52.807,instruments/double-bass_A2_05_piano_arco-normal.wav,0.14
01:52.809,instruments/hide_3-24b_soft.wav,0.2
01:52.809,instruments/reeling_hat_01.wav,0.4
01:52.991,instruments/hide_2-50.wav,0.4
01:52.994,instruments/hide_0-20.wav,0.4
01:52.997,instruments/little_god_stick_01.wav,0.4
01:53.2,instruments/hide_3-38b.wav,0.35000000000000003
01:53.5,instruments/hide_1-46.wav,0.4
01:53.7,instruments/hide_2-48.wav,0.4
01:53.9,instruments/hide_3-29.wav,0.4
01:53.193,instruments/reeling_hat_01.wav,0.4
01:53.196,instruments/hide_0-28.wav,0.4
01:53.199,instruments/double-bass_A2_025_fortissimo_arco-normal.wav,0.26
01:53.200,instruments/hide_3-35.wav,0.30000000000000004
01:53.201,instruments/hide_3-30b.wav,0.30000000000000004
01:53.203,instruments/little_god_stick_01.wav,0.4
01:53.204,instruments/double-bass_A2_025_forte_arco-normal.wav,0.26
01:53.208,instruments/hide_0-08.wav,0.4
01:53.391,instruments/hide_3-29b.wav,0.4
01:53.393,instruments/little_god_stick_01.wav,0.4
01:53.397,instruments/hide_1-52.wav,0.4
01:53.400,instruments/hide_2-53.wav,0.4
01:53.406,instruments/hide_0-53.wav,0.4
01:53.409,instruments/hide_3-39.wav,0.35000000000000003
01:53.591,instruments/hide_3-25_soft.wav,0.2
01:53.593,instruments/double-bass_A2_025_forte_arco-normal.wav,0.26
01:53.594,instruments/hide_0-12.wav,0.4
01:53.595,instruments/hide_3-29_soft.wav,0.2
01:53.597,instruments/double-bass_A2_05_piano_arco-normal.wav,0.14
01:53.599,instruments/reeling_hat_01.wav,0.4
01:53.599,instruments/little_god_stick_01.wav,0.4
01:53.604,instruments/double-bass_A2_025_fortissimo_arco-normal.wav,0.26
01:53.605,instruments/hide_0-03.wav,0.4
01:53.792,instruments/hide_2-54.wav,0.4
01:53.793,instruments/hide_3-24.wav,0.35000000000000003
01:53.794,instruments/hide_1-46.wav,0.4
01:53.798,instruments/hide_3-30.wav,0.4
01:53.798,instruments/hide_2-50.wav,0.4
01:53.802,instruments/hide_0-55.wav,0.4
01:53.805,instruments/little_god_stick_01.wav,0.4
01:53.991,instruments/hide_0-08.wav,0.4
01:53.994,instruments/double-bass_A2_025_fortissimo_arco-normal.wav,0.26
01:53.995,instruments/little_god_stick_01.wav,0.4
01:54.0,instruments/double-bass_A2_025_forte_arco-normal.wav,0.26
01:54.2,instruments/hide_0-28.wav,0.4
01:54.5,instruments/reeling_hat_01.wav,0.4
01:54.6,instruments/hide_3-36.wav,0.30000000000000004
01:54.8,instruments/hide_3-32.wav,0.30000000000000004
01:54.192,instruments/hide_1-50.wav,0.4
01:54.199,instruments/hide_3-24b.wav,0.35000000000000003
01:54.201,instruments/little_god_stick_01.wav,0.4
01:54.202,instruments/hide_1-52.wav,0.4
01:54.203,instruments/hide_3-30b.wav,0.4
01:54.204,instruments/hide_2-55.wav,0.4
01:54.206,instruments/hide_2-53.wav,0.4
01:54.395,instruments/hide_0-03.wav,0.4
01:54.395,instruments/reeling_hat_01.wav,0.4
01:54.398,instruments/hide_3-25b_soft.wav,0.2
01:54.400,instruments/hide_0-12.wav,0.4
01:54.400,instruments/double-bass_A2_025_fortissimo_arco-normal.wav,0.26
01:54.401,instruments/hide_3-29b_soft.wav,0.2
01:54.403,instruments/double-bass_A2_05_piano_arco-normal.wav,0.14
01:54.406,instruments/double-bass_A2_025_forte_arco-normal.wav,0.26
01:54.407,instruments/little_god_stick_01.wav,0.4
01:54.591,instruments/little_god_stick_01.wav,0.4
01:54.593,instruments/hide_3-32.wav,0.4
01:54.600,instruments/hide_1-46.wav,0.4
01:54.600,instruments/hide_0-20.wav,0.4
01:54.603,instruments/hide_2-50.wav,0.4
01:54.605,instruments/hide_3-25.wav,0.35000000000000003
01:54.605,instruments/hide_2-48.wav,0.4
01:54.792,instruments/hide_3-32b.wav,0.30000000000000004
01:54.796,instruments/hide_3-37.wav,0.30000000000000004
01:54.796,instruments/double-bass_A2_025_forte_arco-normal.wav,0.26
01:54.798,instruments/hide_0-08.wav,0.4
01:54.798,instruments/little_god_stick_01.wav,0.4
01:54.801,instruments/reeling_hat_01.wav,0.4
01:54.807,instruments/double-bass_A2_025_fortissimo_arco-normal.wav,0.26
01:54.808,instruments/hide_0-28.wav,0.4
01:54.995,instruments/hide_3-25b.wav,0.35000000000000003
01:54.995,instruments/hide_2-53.wav,0.4
01:54.996,instruments/hide_0-53.wav,0.4
01:55.0,instruments/hide_3-32b.wav,0.4
01:55.4,instruments/little_god_stick_01.wav,0.4
01:55.9,instruments/hide_1-52.wav,0.4
01:55.191,instruments/double-bass_A2_05_piano_arco-normal.wav,0.14
01:55.193,instruments/hide_3-24_soft.wav,0.2
01:55.194,instruments/double-bass_A2_025_fortissimo_arco-normal.wav,0.26
01:55.200,instruments/double-bass_A2_025_forte_arco-normal.wav,0.26
01:55.203,instruments/hide_3-28_soft.wav,0.2
01:55.206,instruments/hide_0-12.wav,0.4
01:55.208,instruments/hide_0-03.wav,0.4
01:55.393,instruments/hide_2-50.wav,0.4
01:55.395,instruments/hide_1-46.wav,0.4
01:55.397,instruments/hide_3-37b.wav,0.35000000000000003
01:55.400,instruments/hide_2-54.wav,0.4
01:55.401,instruments/hide_3-28.wav,0.4
01:55.408,instruments/hide_0-55.wav,0.4
01:55.592,instruments/hide_0-28.wav,0.4
01:55.594,instruments/hide_0-08.wav,0.4
01:55.599,instruments/hide_3-33.wav,0.30000000000000004
01:55.600,instruments/double-bass_A2_025_fortissimo_arco-normal.wav,0.26
01:55.604,instruments/hide_3-30.wav,0.30000000000000004
01:55.606,instruments/double-bass_A2_025_forte_arco-normal.wav,0.26
01:55.797,instruments/hide_2-55.wav,0.4
01:55.798,instruments/hide_1-52.wav,0.4
01:55.799,instruments/hide_1-50.wav,0.4
01:55.801,instruments/hide_2-53.wav,0.4
01:55.803,instruments/hide_3-38.wav,0.35000000000000003
01:55.807,instruments/hide_3-28b.wav,0.4
01:55.992,instruments/hide_0-03.wav,0.4
01:55.993,instruments/hide_3-28b_soft.wav,0.2
01:55.996,instruments/double-bass_A2_025_forte_arco-normal.wav,0.26
01:55.998,instruments/double-bass_A2_05_piano_arco-normal.wav,0.14
01:56.0,instruments/hide_3-24b_soft.wav,0.2
01:56.2,instruments/hide_0-12.wav,0.4
01:56.7,instruments/double-bass_A2_025_fortissimo_arco-normal.wav,0.26
01:56.193,instruments/hide_3-38b.wav,0.35000000000000003
01:56.195,instruments/hide_2-48.wav,0.4
01:56.197,instruments/hide_3-29.wav,0.4
01:56.201,instruments/hide_1-46.wav,0.4
01:56.206,instruments/hide_2-50.wav,0.4
01:56.209,instruments/hide_0-20.wav,0.4
01:56.394,instruments/hide_3-30b.wav,0.30000000000000004
01:56.397,instruments/double-bass_A2_025_fortissimo_arco-normal.wav,0.26
01:56.400,instruments/hide_0-08.wav,0.4
01:56.401,instruments/double-bass_A2_025_forte_arco-normal.wav,0.26
01:56.403,instruments/hide_0-28.wav,0.4
01:56.404,instruments/hide_3-35.wav,0.30000000000000004
01:56.592,instruments/hide_2-53.wav,0.4
01:56.597,instruments/hide_0-53.wav,0.4
01:56.600,instruments/hide_3-39.wav,0.35000000000000003
01:56.603,instruments/hide_3-29b.wav,0.4
01:56.604,instruments/hide_1-52.wav,0.4
01:56.799,instruments/hide_0-03.wav,0.4
01:56.800,instruments/hide_3-29_soft.wav,0.2
01:56.802,instruments/double-bass_A2_025_fortissimo_arco-normal.wav,0.26
01:56.804,instruments/double-bass_A2_05_piano_arco-normal.wav,0.14
01:56.806,instruments/hide_3-25_soft.wav,0.2
01:56.808,instruments/double-bass_A2_025_forte_arco-normal.wav,0.26
01:56.809,instruments/hide_0-12.wav,0.4
01:56.993,instruments/hide_0-55.wav,0.4
01:56.996,instruments/hide_2-50.wav,0.4
01:57.5,instruments/hide_3-24.wav,0.35000000000000003
01:57.7,instruments/hide_2-54.wav,0.4
01:57.8,instruments/hide_1-46.wav,0.4
01:57.9,instruments/hide_3-30.wav,0.4
01:57.192,instruments/double-bass_A2_025_forte_arco-normal.wav,0.26
01:57.193,instruments/hide_0-28.wav,0.4
01:57.194,instruments/hide_3-36.wav,0.30000000000000004
01:57.200,instruments/hide_3-32.wav,0.30000000000000004
01:57.207,instruments/hide_0-08.wav,0.4
01:57.209,instruments/double-bass_A2_025_fortissimo_arco-normal.wav,0.26
01:57.391,instruments/hide_3-30b.wav,0.4
01:57.394,instruments/hide_1-52.wav,0.4
01:57.395,instruments/hide_3-24b.wav,0.35000000000000003
01:57.399,instruments/hide_2-53.wav,0.4
01:57.403,instruments/hide_2-55.wav,0.4
01:57.405,instruments/hide_1-50.wav,0.4
01:57.591,instruments/hide_0-12.wav,0.4
01:57.591,instruments/double-bass_A2_025_fortissimo_arco-normal.wav,0.26
01:57.594,instruments/double-bass_A2_05_piano_arco-normal.wav,0.14
01:57.596,instruments/hide_3-25b_soft.wav,0.2
01:57.599,instruments/double-bass_A2_025_forte_arco-normal.wav,0.26
01:57.605,instruments/hide_0-03.wav,0.4
01:57.606,instruments/hide_3-29b_soft.wav,0.2
01:57.791,instruments/hide_0-20.wav,0.4
01:57.792,instruments/hide_1-46.wav,0.4
01:57.797,instruments/hide_3-32.wav,0.4
01:57.801,instruments/hide_3-25.wav,0.35000000000000003
01:57.801,instruments/hide_2-48.wav,0.4
01:57.802,instruments/hide_2-50.wav,0.4
01:57.997,instruments/hide_0-08.wav,0.4
01:57.998,instruments/double-bass_A2_025_fortissimo_arco-normal.wav,0.26
01:58.0,instruments/hide_3-37.wav,0.30000000000000004
01:58.0,instruments/hide_0-28.wav,0.4
01:58.4,instruments/double-bass_A2_025_forte_arco-normal.wav,0.26
01:58.7,instruments/hide_3-32b.wav,0.30000000000000004
01:58.200,instruments/hide_1-52.wav,0.4
01:58.203,instruments/hide_3-32b.wav,0.4
01:58.203,instruments/hide_0-53.wav,0.4
01:58.205,instruments/hide_2-53.wav,0.4
01:58.208,instruments/hide_3-25b.wav,0.35000000000000003
01:58.393,instruments/24_hours_kick_01.wav,0.8
01:58.395,instruments/reeling_hat_01.wav,0.2
01:58.398,instruments/hide_0-12.wav,0.4
01:58.398,instruments/double-bass_Fs2_05_piano_arco-normal.wav,0.2
01:58.400,instruments/double-bass_Fs2_025_fortissimo_arco-normal.wav,0.26
01:58.401,instruments/hide_3-28_soft.wav,0.2
01:58.401,instruments/hide_0-03.wav,0.4
01:58.403,instruments/hide_3-24_soft.wav,0.2
01:58.404,instruments/little_god_stick_01.wav,0.2
01:58.405,instruments/double-bass_Fs2_025_forte_arco-normal.wav,0.26
01:58.409,instruments/reeling_kick_01.wav,1.0
01:58.592,instruments/hide_3-28.wav,0.4
01:58.592,instruments/hide_3-37b.wav,0.35000000000000003
01:58.593,instruments/little_god_stick_01.wav,0.2
01:58.594,instruments/hide_2-54.wav,0.4
01:58.599,instruments/hide_0-55.wav,0.4
01:58.607,instruments/hide_1-46.wav,0.4
01:58.609,instruments/hide_2-50.wav,0.4
01:58.795,instruments/double-bass_Fs2_025_forte_arco-normal.wav,0.26
01:58.796,instruments/hide_3-33.wav,0.30000000000000004
01:58.798,instruments/hide_3-30.wav,0.30000000000000004
01:58.799,instruments/24_hours_kick_01.wav,0.8
01:58.800,instruments/reeling_hat_01.wav,0.2
01:58.800,instruments/little_god_stick_01.wav,0.2
01:58.804,instruments/hide_0-08.wav,0.4
01:58.806,instruments/hide_0-28.wav,0.4
01:58.806,instruments/double-bass_Fs2_025_fortissimo_arco-normal.wav,0.26
01:58.991,instruments/hide_1-52.wav,0.4
01:58.995,instruments/hide_2-53.wav,0.4
01:58.995,instruments/hide_1-50.wav,0.4
01:58.998,instruments/hide_3-28b.wav,0.4
01:58.999,instruments/hide_3-38.wav,0.35000000000000003
01:59.6,instruments/hide_2-55.wav,0.4
01:59.6,instruments/little_god_stick_01.wav,0.21
01:59.191,instruments/reeling_kick_01.wav,0.98
01:59.193,instruments/hide_3-24b_soft.wav,0.2
01:59.196,instruments/hide_0-12.wav,0.4
01:59.196,instruments/double-bass_Fs2_025_fortissimo_arco-normal.wav,0.26
01:59.196,instruments/little_god_stick_01.wav,0.22
01:59.201,instruments/double-bass_Fs2_025_forte_arco-normal.wav,0.26
01:59.203,instruments/double-bass_Fs2_05_piano_arco-normal.wav,0.2
01:59.205,instruments/24_hours_kick_01.wav,0.78
01:59.207,instruments/reeling_hat_01.wav,0.22
