Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,T5,T6,A1,A2,Fz,Cz,Pz,T2,T1,Oz
01:32.800,0.8550389750232784,0.8611630878961724,0.6155878103835773,0.7170853510060233,0.3796771039076824,0.5510827573783627,0.29121004251476335,0.5552639890231772,0.5402322691859077,0.9147771804888791,0.8214516347502506,0.7989655667347885,0.7855031215207933,0.8555504320823019,0.6501510370228191,0.8128162776320105,0.010369123440286216,0.00998536905887069,0.5583855062537502,0.32027552899376227,0.3604415809731723,0.9170913003179695,0.7720149259864969,0.6145016997292699
01:36.0,0.8475184379025321,0.8574869598479486,0.6604644176811546,0.7409293526633204,0.548315650580258,0.6043925972705022,0.37566755518102635,0.679012571999,0.5904558344029148,0.8807791326634138,0.8421805926607957,0.8153625104639654,0.82711143806384,0.8712574944875672,0.7068424595771763,0.8168987203569842,0.01222991751393222,0.011093446331570797,0.6042158162160571,0.4321665612489772,0.5446278897537159,0.9702353656728082,0.8463107387697634,0.7314536852026201
01:39.200,0.8366200335363422,0.8909666164235189,0.7314107596865361,0.7938094414833732,0.6262081888941086,0.7412171293056554,0.5429813600544862,0.7854378873130226,0.7502301516246764,0.9048011008954385,0.8572077306071361,0.8582755734594806,0.856592050369798,0.9312173268676264,0.7701487048575372,0.8594900190309972,0.011512473940362105,0.010550849528373547,0.6564871076442613,0.6310721522271389,0.6999946209708271,0.9268238769705831,0.8872157634487359,0.8336303718976659
01:42.400,0.8228663897767879,0.8543052414464674,0.632203694382971,0.7050699869967344,0.49241459899939355,0.6013387309133077,0.4141730489137963,0.621061804674613,0.7185071830590756,0.9139061117296323,0.8097318545191862,0.8103168038621072,0.8353496534921444,0.9187578728380951,0.7393444000382746,0.7970111788350376,0.0145644398343362,0.013531884541549627,0.5666518571056093,0.48783161850616685,0.5102053154204904,0.8754140447743982,0.815497706198759,0.910550044616062
01:45.600,0.8408803000392701,0.8803931481803055,0.7953777340656834,0.8277736422579122,0.6655485569130761,0.7531586124459595,0.3483782193156675,0.6558797695198817,0.6819902593242415,0.8544952929423658,0.885779093895889,0.8287355196185465,0.8912349492745906,0.894299266921677,0.782677379855745,0.8679116509665278,0.090272289896663,0.058842171310581184,0.6606373551920958,0.46431587723497236,0.5427564872844498,0.8958068046850821,0.8465753185818574,0.7461950874072462
01:48.800,0.8299981569763536,0.8487453716560488,0.6234191342066271,0.7526451785208491,0.42302534802309905,0.654511514120533,0.30007443001631756,0.618280872052788,0.544612178941511,0.7163376917750266,0.7982699416135477,0.8242027058891033,0.8441841116840655,0.9028405060064385,0.7196826934631632,0.8264379497098913,0.0715796485933398,0.04776979401989615,0.6037146302788845,0.3492252330549957,0.38295425990079884,0.886863017767117,0.8143104283737473,0.6245503815096755
01:52.0,0.8262731947072973,0.8283302638898109,0.5416564960602678,0.7068293701282254,0.4120580307300678,0.6304429366529488,0.3700338748085967,0.5870611886265675,0.6019124325048543,0.6722805391881873,0.8159594899108055,0.817656669093358,0.8518631723745655,0.8385745163140121,0.7833477618757665,0.8128003642206713,0.04677404378935159,0.019745857186061082,0.5493333196456983,0.3522841600602357,0.3375491108539356,0.8360172394801714,0.8315424309231629,0.6268954373259036
01:55.200,0.8396576254230698,0.8588206032186808,0.5806071638427538,0.7355746158037939,0.39099285222833813,0.6653293456211729,0.37923598965277566,0.6072174464500517,0.6038251242418003,0.6966093826092932,0.8220425668088377,0.8231071400188459,0.8660071821224758,0.8921874078891155,0.8058227208101217,0.8174826506563045,0.023116318122991277,0.010377763150855208,0.5818142393402012,0.34596295914703606,0.35511392040145334,0.8713370296266192,0.8422964318348007,0.6451654680362927
01:58.400,0.8458852926895398,0.8625153276245846,0.5974477862813228,0.7871180985922026,0.4198315437841587,0.6470455960881486,0.46681603159770285,0.6266337228686558,0.65562540125054,0.7118919147557933,0.8368750577692474,0.8296258538016061,0.873026585735856,0.8809261242779766,0.8097397109985311,0.8168813143563398,0.026828152631950673,0.01079586757478781,0.659618654385665,0.42740966404838227,0.4184215502626521,0.8374623355683473,0.8515501251280765,0.6787174004116393
02:01.600,0.8519415245797212,0.849381507795988,0.627610715657306,0.7435711312439426,0.4206690874297937,0.6422561926727468,0.5055148213743256,0.6395574580594918,0.6657280652478152,0.7235525801355174,0.8404815084964158,0.821121449127835,0.8495970581851143,0.8544422351215197,0.8086355491160451,0.7982763740533,0.034633704631937344,0.018112944500228587,0.6770817601834019,0.43108269679519007,0.4244647334630983,0.8304756771096907,0.8481019482212562,0.6920815350829744
02:04.800,0.8875369215839141,0.8904072857413554,0.6898801066091664,0.7906813343884622,0.48897538982918876,0.7301278100043975,0.5112818546324662,0.7124466852984676,0.6763039333095372,0.7484549476660012,0.8792395346963211,0.8738058963011939,0.8957629729914702,0.9124118548102026,0.8229165509052775,0.8691496215546582,0.02713551094940996,0.016598712939947788,0.739932760927689,0.4914273420100586,0.4901702224835305,0.919131520977916,0.8952818124836326,0.702370874202035
02:08.0,0.8788686516871944,0.8956189192338084,0.7315853310826755,0.794278648449435,0.5016093156720656,0.7403180955511819,0.5735119675443272,0.7128473499842803,0.7036181359767837,0.73620859329228,0.8696238699518287,0.8567631215682501,0.8972796867945073,0.8932484023449473,0.8258049475673762,0.8358495437176178,0.0221887485880525,0.016008047668498282,0.7365316883727644,0.5141702672151485,0.5243331760446102,0.8902395628237952,0.8815125508024293,0.7050761277201776
02:11.200,0.8663422791582976,0.869609183682902,0.712613391201482,0.7901879980035585,0.5185500556899652,0.7377082811388173,0.4648145424095968,0.7330997840668675,0.6414195789025412,0.7255625091790161,0.871290167562582,0.8528458847306561,0.8902940147981933,0.8946481360575316,0.803474812647737,0.8466284827084815,0.025918407952758012,0.016693538568855807,0.7219854472287014,0.4883824567403435,0.5007967534856234,0.8742468936919516,0.8589042687565671,0.6725441026717723
02:14.400,0.8417545734753684,0.8403564711480581,0.6900645065929321,0.7792972188417444,0.4733644125304053,0.7304430421142384,0.4989721475742763,0.7301021170311711,0.6724214958814423,0.7424419960814895,0.8315026270850489,0.8489923184104701,0.872442766643736,0.9015734779024265,0.7868221385234289,0.8366320995329332,0.043626065449408315,0.01566827350312971,0.7093137323231573,0.49871419809260786,0.48186466069125167,0.8923498871075441,0.8493615712958521,0.6983353130786811
02:17.600,0.8343037648883173,0.8249843715811912,0.6598948110630871,0.7611428951094302,0.4512629158580333,0.7136527750147604,0.47657251947696944,0.7190807190100194,0.6736095189842193,0.7421273168625938,0.8306587642618398,0.8317906572992186,0.871812577230608,0.8865430101166145,0.7695013604777069,0.8112972164198834,0.046396014785703134,0.011581316911693493,0.6432301737072618,0.4493473562779268,0.4763633064689392,0.9162036394839552,0.8361015923448296,0.6858140009271099
02:20.800,0.8471630846572494,0.9314746151551634,0.6542026128294542,0.7547898733952857,0.48346761237302943,0.7042998380834119,0.5093941599688884,0.6421335212925076,0.6459090120085761,0.7559522836663014,0.8284556007661817,0.8511740165848953,0.8625179631835165,0.8583426205250821,0.7826689192269803,0.8255074605413723,0.01824176703206084,0.017444183144116478,0.6597767641499358,0.4885592530961059,0.41327502745741823,0.8415178749347025,0.8462257486920468,0.6714832443132859
02:24.0,0.8239156546416928,0.8981284169705057,0.6654330094036734,0.9450646191046435,0.4385342615140309,0.7331432913957608,0.4071350496204506,0.6252627513807065,0.6105657540153907,0.6874843696865734,0.8085156371393447,0.8764187365067285,0.8240530569494939,0.98300247471561,0.7293323597482988,0.7922627558146778,0.01021652301384587,0.011360732333822052,0.6469269706053369,0.3952458899138869,0.4282503527043039,0.9665647823477177,0.8199252178906428,0.6555350727630546
02:27.200,0.7425639640108422,0.937720878828663,0.5845280563242202,0.8831630132587298,0.4163303361782282,0.8230890862869212,0.418433864862353,0.8309424800665334,0.5909643453825069,0.7108540839182718,0.712520788306371,0.9150465084994498,0.7094902961633253,0.9576146521957304,0.651460181069017,0.7852645302182812,0.02491864530444239,0.014142997883062365,0.5743464231192191,0.4531511785891543,0.47640979921602417,0.8618973288527391,0.7300263697125967,0.6527509201336997
02:30.400,0.7083663283596827,0.9194369763093144,0.636128890489779,0.7661940085081652,0.28743623591006984,0.5644676840912425,0.3361871246065734,0.5695150570512238,0.5389004953359557,0.6657259448134792,0.7324202551338664,0.7114427612657297,0.72470199159046,0.8974281421163839,0.6446252316374355,0.7181605947364927,0.025007994447662083,0.010944410782540943,0.5660471300690765,0.35420447648049724,0.37651341227349994,0.7577411661618534,0.7286691106759258,0.6093844169638215
02:33.600,0.7036917478910921,0.7073620324841228,0.7062799905598108,0.8306612477507586,0.27974158403068206,0.4053316451168271,0.4074205307876966,0.5375992478509432,0.6487373893550781,0.7353581294845492,0.7614462796876545,0.9300143290399588,0.7626656569892685,0.9442391379646302,0.7173439684829775,0.7771499535880093,0.01877705321356579,0.010126227322611887,0.6384492700641542,0.3107828923123114,0.37597984688355746,0.7306045698279166,0.7930323665402877,0.6912830887592173
02:36.800,0.715162128255757,0.7233203196841671,0.6488697207430348,0.6114087020938556,0.22424094514394535,0.4510782604811808,0.3449037681003121,0.5728657253920331,0.6097035381310806,0.7196396916857302,0.7262680676948757,0.7120233845678005,0.7255988765664046,0.946160133281497,0.6621592954693578,0.7665117752470343,0.010311778371999137,0.010112781150333509,0.636871194236664,0.2630464101954945,0.3774080735272937,0.6962739311060029,0.7998032579583598,0.6665321768936685
02:40.0,0.8844808958238206,0.9150422911108408,0.786225090444989,0.8144508459974509,0.17626920177088412,0.4042957005789702,0.38470655674946674,0.545105367238772,0.6544699476542091,0.7325082949390925,0.8082161740641233,0.7798761844278286,0.7057678332156974,0.9231339671134837,0.6323386226213806,0.7628894276649048,0.010365127327012016,0.010810972784035307,0.8382214570861293,0.35791318421508256,0.4104986293894771,0.8166284221776964,0.8390288718381474,0.6928956047842606
02:43.200,0.8436121371277292,0.7902358999853768,0.7173001327888154,0.8273466691471438,0.17440730770103915,0.5299229178761369,0.2508886518158732,0.44706476433494724,0.45946070581526866,0.5539027934927427,0.799778951985384,0.8059785590105991,0.595716932194458,0.6964418300890443,0.4633481429026742,0.6215342473894397,0.006336008629310385,0.006354030379644,0.7751585095996862,0.2551836739032027,0.30306138825639956,0.6388465733207681,0.74352606456634,0.48793515853731456
02:46.400,0.8152651508448758,0.8358379633695112,0.7655995965297449,0.8149547118896309,0.17744482896282324,0.863373641702246,0.25732202778055846,0.7438157465614761,0.4606441890071954,0.536364903156311,0.7330847540920005,0.7100840141721927,0.5367359241960316,0.6582493135218566,0.34851292245307147,0.6046761115261214,0.008751105168978939,0.00887194122792336,0.8266473499354217,0.2884014913691356,0.30602838681248784,0.651352846694617,0.6597556117002393,0.49784040862693685
02:49.600,0.6807105476035468,0.7003235597831255,0.637306815455459,0.7440160347419555,0.15360455284340457,0.456383822935066,0.17764243715500497,0.5311212478125246,0.3483222405570078,0.49643999792270416,0.6273177535942119,0.5828143227650892,0.5296939361047627,0.7274222400379448,0.39884559995973545,0.5645100489981901,0.008091743642401953,0.008180279097500992,0.7497134278845198,0.23552622918648022,0.25126476912418516,0.5997231035926236,0.6190238096065478,0.40916469712928405
02:52.800,0.7360189261401202,0.8014551223280466,0.6539974003307765,0.7489174569890165,0.13192058697393005,0.40372316992006213,0.2776515867852069,0.37508705869018094,0.43581652023299267,0.5097094793314448,0.6472289539368986,0.7301566619792129,0.48465145867373016,0.6138194259393136,0.39245168983310547,0.5487586003046879,0.010995533093636115,0.011010464849365218,0.7410585279553941,0.30571113571045067,0.27839706743402687,0.700792051299398,0.6321375924448732,0.46690817253112
02:56.0,0.5926811348768847,0.7169830001424842,0.48514856006996443,0.6924715907373459,0.12911587364394647,0.5416183454298316,0.19043898894324762,0.6931357946848065,0.37302314082603266,0.507018982833644,0.5215114184518864,0.7012144085936812,0.537353702625346,0.9300028656709495,0.4819177761369578,0.7170568821749415,0.009205743624181598,0.00886112448474198,0.6185627108441639,0.1741009115743341,0.2251112586876268,0.9224741370886389,0.5556758133558067,0.4074934772919775
02:59.200,0.7253438027166735,0.7420035479754145,0.5586194518393219,0.9563887826536158,0.13719792447111484,0.5588006770125948,0.19259164120891292,0.7875525786547798,0.3668971808539795,0.8527635080660566,0.4657689724322137,0.9715424056609104,0.4512616493738403,0.9273991571535266,0.4173867700993158,0.574724325425699,0.014789224193028647,0.015284567274525509,0.650507352732042,0.23234302506514606,0.26581522156725346,0.6540256469455005,0.4383688929795547,0.5832592514075247
03:02.400,0.6445015853432148,0.6792789390517808,0.47471203581851307,0.6273025036127832,0.09841537384091428,0.36351066259070386,0.12743363252968928,0.2799477295349084,0.3002481626433529,0.49315129212868664,0.49617548520429444,0.8596170171294419,0.506888989964768,0.6700947837597656,0.386734667411155,0.4622323500417409,0.012964631781527361,0.013194583783301253,0.5653652290088096,0.1543031812241477,0.16277198518202918,0.6697327277338303,0.5465122671735687,0.34197899409645977
03:05.600,0.6107680294060467,0.716628349650151,0.39991772261663305,0.6342187638461882,0.15414262253756822,0.46776194812055355,0.12170850699560924,0.4085635935951677,0.25117540052325527,0.4327891876221548,0.5762525434333736,0.7666064386992122,0.5672738068106332,0.724259566443059,0.3461306188090344,0.5519481660286786,0.01306203927030005,0.013091563106142836,0.518295306135347,0.18864654590609184,0.19421739934228655,0.7201033236569285,0.5160594890247644,0.3204807187008063
03:08.800,0.7022712279342823,0.7614148325544775,0.48626139202072916,0.6427759464231253,0.16598359834561854,0.40111826289092345,0.14284562991133026,0.2835007646817674,0.21471377040546327,0.254224013894174,0.6683866477063739,0.808731091216542,0.6373045869364546,0.7044504755088546,0.37643638207223085,0.38863107225982196,0.010873884097918247,0.01098208188292271,0.5617533282083349,0.17469890694918894,0.13811683057259985,0.740826193880673,0.571785505527969,0.2243093422359879
03:12.0,0.8064595314398617,0.8304898049431798,0.23987432831715189,0.40295194202590584,0.18250576185126818,0.35020860617700894,0.08720705994579873,0.18355336431555724,0.152252678268549,0.6745475944136327,0.5756965440622539,0.6553934803365822,0.6254726279152246,0.5908198204129954,0.3355842229458204,0.20751791720002358,0.007239444163776261,0.007456064955656457,0.16679539570482546,0.1031869762892352,0.11917997811036256,0.5752371256250237,0.5088555365435864,0.16200052247739213
03:15.200,0.8471748662694693,0.8191233699179122,0.33286080885305175,0.4256328211365647,0.2047110765025261,0.3466768528973855,0.1049935353638669,0.1962285088804565,0.1940693475096073,0.8792609791986263,0.6571776257751449,0.7046515718567631,0.7075503684049163,0.6100109128177597,0.3508535409734943,0.2756724452582874,0.010052861823358294,0.010022174229475983,0.20354631904881035,0.10737176087453598,0.14477738746894142,0.7091554771001067,0.5807491069197882,0.19392980224419323
